id,Qual a principal razão para você ter escolhido a sua instituição de educação superior?,Categoria
7590,Possibilidade de ter bolsa de estudo,Privada
7591,Qualidade/reputação,Privada
7592,Qualidade/reputação,Privada
7593,Qualidade/reputação,Privada
7594,Outro motivo,Privada
7595,Qualidade/reputação,Privada
7596,Qualidade/reputação,Privada
7597,Outro motivo,Privada
7598,Qualidade/reputação,Privada
7599,Proximidade da minha residência,Privada
7600,Qualidade/reputação,Privada
7601,Qualidade/reputação,Privada
7602,Qualidade/reputação,Privada
7603,Qualidade/reputação,Privada
7604,Qualidade/reputação,Privada
7605,Qualidade/reputação,Privada
7606,Qualidade/reputação,Privada
7607,Qualidade/reputação,Privada
7608,Qualidade/reputação,Privada
7609,Foi a única onde tive aprovação,Privada
7610,Qualidade/reputação,Privada
7611,Qualidade/reputação,Privada
7612,Possibilidade de ter bolsa de estudo,Privada
7614,Qualidade/reputação,Privada
7615,Qualidade/reputação,Privada
7616,Qualidade/reputação,Privada
7617,Qualidade/reputação,Privada
7618,Proximidade da minha residência,Privada
7619,Qualidade/reputação,Privada
7620,Qualidade/reputação,Privada
7621,Outro motivo,Privada
7622,Qualidade/reputação,Privada
7623,Qualidade/reputação,Privada
7625,Foi a única onde tive aprovação,Privada
7626,Qualidade/reputação,Privada
7627,Qualidade/reputação,Privada
7628,Qualidade/reputação,Privada
7629,Qualidade/reputação,Privada
7630,Qualidade/reputação,Privada
7631,Facilidade de acesso,Privada
7632,Qualidade/reputação,Privada
7633,Qualidade/reputação,Privada
7634,Qualidade/reputação,Privada
7635,Proximidade da minha residência,Privada
7636,Qualidade/reputação,Privada
7637,Qualidade/reputação,Privada
7638,Facilidade de acesso,Privada
7639,Qualidade/reputação,Privada
7640,Qualidade/reputação,Privada
7641,Facilidade de acesso,Privada
7642,Qualidade/reputação,Privada
7643,Qualidade/reputação,Privada
7644,Proximidade da minha residência,Privada
7645,Qualidade/reputação,Privada
7646,Outro motivo,Privada
7647,Facilidade de acesso,Privada
7648,Proximidade do meu trabalho,Privada
7649,Qualidade/reputação,Privada
7650,Qualidade/reputação,Privada
7651,Qualidade/reputação,Privada
7652,Qualidade/reputação,Privada
7653,Facilidade de acesso,Privada
7655,Outro motivo,Privada
7656,Outro motivo,Privada
7657,Qualidade/reputação,Privada
7658,Qualidade/reputação,Privada
7659,Qualidade/reputação,Privada
7661,Qualidade/reputação,Privada
7662,Qualidade/reputação,Privada
7663,Foi a única onde tive aprovação,Privada
7664,Qualidade/reputação,Privada
7665,Qualidade/reputação,Privada
7666,Qualidade/reputação,Privada
7667,Qualidade/reputação,Privada
7668,Qualidade/reputação,Privada
7669,Qualidade/reputação,Privada
7670,Proximidade da minha residência,Privada
7671,Qualidade/reputação,Privada
7672,Qualidade/reputação,Privada
7673,Qualidade/reputação,Privada
7674,Qualidade/reputação,Privada
7675,Qualidade/reputação,Privada
7676,Outro motivo,Privada
7677,Qualidade/reputação,Privada
7678,Qualidade/reputação,Privada
7680,Outro motivo,Privada
7681,Facilidade de acesso,Privada
7682,Qualidade/reputação,Privada
7683,Qualidade/reputação,Privada
7684,Proximidade da minha residência,Privada
7685,Qualidade/reputação,Privada
7686,Qualidade/reputação,Privada
7687,Proximidade da minha residência,Privada
7688,Qualidade/reputação,Privada
7689,Qualidade/reputação,Privada
7690,Qualidade/reputação,Privada
7691,Qualidade/reputação,Privada
7692,Qualidade/reputação,Privada
7693,Qualidade/reputação,Privada
7695,Outro motivo,Privada
7696,Qualidade/reputação,Privada
7697,Qualidade/reputação,Privada
7698,Qualidade/reputação,Privada
7699,Outro motivo,Privada
7700,Qualidade/reputação,Privada
7701,Qualidade/reputação,Privada
7702,Qualidade/reputação,Privada
7703,Qualidade/reputação,Privada
7704,Qualidade/reputação,Privada
7705,Qualidade/reputação,Privada
7706,Qualidade/reputação,Privada
7707,Qualidade/reputação,Privada
7708,Qualidade/reputação,Privada
7709,Qualidade/reputação,Privada
7710,Outro motivo,Privada
7711,Qualidade/reputação,Privada
7712,Qualidade/reputação,Privada
7713,Qualidade/reputação,Privada
7714,Qualidade/reputação,Privada
7715,Qualidade/reputação,Privada
7716,Qualidade/reputação,Privada
7717,Outro motivo,Privada
7718,Outro motivo,Privada
7719,Qualidade/reputação,Privada
7721,Qualidade/reputação,Privada
7722,Qualidade/reputação,Privada
7723,Qualidade/reputação,Privada
7724,Qualidade/reputação,Privada
7725,Qualidade/reputação,Privada
7726,Outro motivo,Privada
7727,Qualidade/reputação,Privada
7728,Qualidade/reputação,Privada
7729,Qualidade/reputação,Privada
7730,Qualidade/reputação,Privada
7731,Qualidade/reputação,Privada
7732,Qualidade/reputação,Privada
7733,Possibilidade de ter bolsa de estudo,Privada
7734,Qualidade/reputação,Privada
7735,Foi a única onde tive aprovação,Privada
7736,Outro motivo,Privada
7737,Facilidade de acesso,Privada
7738,Foi a única onde tive aprovação,Privada
7740,Qualidade/reputação,Privada
7742,Possibilidade de ter bolsa de estudo,Privada
7743,Qualidade/reputação,Privada
7744,Qualidade/reputação,Privada
7745,Qualidade/reputação,Privada
7746,Facilidade de acesso,Privada
7747,Outro motivo,Privada
7748,Qualidade/reputação,Privada
7749,Possibilidade de ter bolsa de estudo,Privada
7750,Outro motivo,Privada
7751,Qualidade/reputação,Privada
7752,Qualidade/reputação,Privada
7753,Qualidade/reputação,Privada
7754,Facilidade de acesso,Privada
7755,Qualidade/reputação,Privada
7756,Facilidade de acesso,Privada
7757,Qualidade/reputação,Privada
7758,Qualidade/reputação,Privada
7759,Qualidade/reputação,Privada
7760,Outro motivo,Privada
7761,Qualidade/reputação,Privada
7762,Qualidade/reputação,Privada
7763,Qualidade/reputação,Privada
7764,Qualidade/reputação,Privada
7765,Outro motivo,Privada
7766,Facilidade de acesso,Privada
7767,Qualidade/reputação,Privada
7768,Qualidade/reputação,Privada
7769,Qualidade/reputação,Privada
7770,Qualidade/reputação,Privada
7771,Qualidade/reputação,Privada
7772,Proximidade da minha residência,Privada
7774,Proximidade da minha residência,Privada
7775,Qualidade/reputação,Privada
7776,Qualidade/reputação,Privada
7777,Qualidade/reputação,Privada
7778,Qualidade/reputação,Privada
7779,Preço da mensalidade,Privada
7780,Possibilidade de ter bolsa de estudo,Privada
7781,Qualidade/reputação,Privada
7782,Qualidade/reputação,Privada
7783,Foi a única onde tive aprovação,Privada
7784,Qualidade/reputação,Privada
7785,Qualidade/reputação,Privada
7787,Outro motivo,Privada
7788,Proximidade da minha residência,Privada
7789,Outro motivo,Privada
7790,Qualidade/reputação,Privada
7791,Facilidade de acesso,Privada
7792,Qualidade/reputação,Privada
7793,Qualidade/reputação,Privada
7794,Qualidade/reputação,Privada
7795,Qualidade/reputação,Privada
7796,Facilidade de acesso,Privada
7797,Qualidade/reputação,Privada
7798,Possibilidade de ter bolsa de estudo,Privada
7799,Qualidade/reputação,Privada
7800,Qualidade/reputação,Privada
7801,Qualidade/reputação,Privada
7802,Qualidade/reputação,Privada
7803,Qualidade/reputação,Privada
7804,Proximidade da minha residência,Privada
7805,Qualidade/reputação,Privada
7806,Qualidade/reputação,Privada
7808,Qualidade/reputação,Privada
7809,Qualidade/reputação,Privada
7810,Possibilidade de ter bolsa de estudo,Privada
7811,Qualidade/reputação,Privada
7812,Qualidade/reputação,Privada
7813,Qualidade/reputação,Privada
7814,Proximidade da minha residência,Privada
7815,Qualidade/reputação,Privada
7816,Qualidade/reputação,Privada
7817,Qualidade/reputação,Privada
7818,Outro motivo,Privada
7819,Qualidade/reputação,Privada
7820,Foi a única onde tive aprovação,Privada
7821,Qualidade/reputação,Privada
7822,Qualidade/reputação,Privada
7823,Qualidade/reputação,Privada
7824,Qualidade/reputação,Privada
7825,Foi a única onde tive aprovação,Privada
7826,Qualidade/reputação,Privada
7827,Qualidade/reputação,Privada
7828,Qualidade/reputação,Privada
7829,Outro motivo,Privada
7830,Qualidade/reputação,Privada
7831,Outro motivo,Privada
7832,Qualidade/reputação,Privada
7833,Outro motivo,Privada
7834,Qualidade/reputação,Privada
7835,Qualidade/reputação,Privada
7836,Qualidade/reputação,Privada
7837,Outro motivo,Privada
7838,Qualidade/reputação,Privada
7839,Qualidade/reputação,Privada
7840,Qualidade/reputação,Privada
7841,Qualidade/reputação,Privada
7842,Qualidade/reputação,Privada
7843,Outro motivo,Privada
7844,Qualidade/reputação,Privada
7845,Qualidade/reputação,Privada
7846,Qualidade/reputação,Privada
7848,Qualidade/reputação,Privada
7849,Qualidade/reputação,Privada
7850,Qualidade/reputação,Privada
7851,Qualidade/reputação,Privada
7852,Qualidade/reputação,Privada
7853,Qualidade/reputação,Privada
7854,Qualidade/reputação,Privada
7855,Qualidade/reputação,Privada
7857,Qualidade/reputação,Privada
7858,Qualidade/reputação,Privada
7859,Qualidade/reputação,Privada
7860,Outro motivo,Privada
7861,Possibilidade de ter bolsa de estudo,Privada
7862,Qualidade/reputação,Privada
7863,Qualidade/reputação,Privada
7864,Qualidade/reputação,Privada
7865,Outro motivo,Privada
7866,Qualidade/reputação,Privada
7867,Possibilidade de ter bolsa de estudo,Privada
7868,Qualidade/reputação,Privada
7869,Qualidade/reputação,Privada
7870,Qualidade/reputação,Privada
7871,Qualidade/reputação,Privada
7872,Qualidade/reputação,Privada
7874,Qualidade/reputação,Privada
7875,Possibilidade de ter bolsa de estudo,Privada
7876,Qualidade/reputação,Privada
7877,Qualidade/reputação,Privada
7878,Qualidade/reputação,Privada
7879,Proximidade da minha residência,Privada
7880,Qualidade/reputação,Privada
7881,Proximidade do meu trabalho,Privada
7882,Qualidade/reputação,Privada
7883,Qualidade/reputação,Privada
7884,Qualidade/reputação,Privada
7885,Proximidade da minha residência,Privada
7886,Qualidade/reputação,Privada
7887,Outro motivo,Privada
7888,NA,Privada
7889,NA,Privada
7891,Qualidade/reputação,Privada
7893,NA,Privada
7895,Qualidade/reputação,Privada
7896,Qualidade/reputação,Privada
7897,Qualidade/reputação,Privada
7898,Facilidade de acesso,Privada
7899,Possibilidade de ter bolsa de estudo,Privada
7900,Qualidade/reputação,Privada
7901,Preço da mensalidade,Privada
7903,Qualidade/reputação,Privada
7904,Qualidade/reputação,Privada
7905,Proximidade da minha residência,Privada
7906,Qualidade/reputação,Privada
7908,Possibilidade de ter bolsa de estudo,Privada
7909,Qualidade/reputação,Privada
7910,Qualidade/reputação,Privada
7911,Preço da mensalidade,Privada
7912,Proximidade da minha residência,Privada
7913,Qualidade/reputação,Privada
7915,Qualidade/reputação,Privada
7916,Qualidade/reputação,Privada
7917,Qualidade/reputação,Privada
7918,Qualidade/reputação,Privada
7919,Qualidade/reputação,Privada
7920,Qualidade/reputação,Privada
7921,Qualidade/reputação,Privada
7922,Qualidade/reputação,Privada
7924,Qualidade/reputação,Privada
7925,Qualidade/reputação,Privada
7926,Facilidade de acesso,Pública
7928,Facilidade de acesso,Pública
7931,Proximidade da minha residência,Pública
7932,NA,Pública
7933,NA,Pública
7934,NA,Pública
7935,Proximidade da minha residência,Privada
7936,Qualidade/reputação,Privada
7937,Proximidade da minha residência,Privada
7938,Qualidade/reputação,Privada
7939,Proximidade da minha residência,Privada
7940,Proximidade da minha residência,Privada
7941,Proximidade da minha residência,Privada
7942,Proximidade da minha residência,Privada
7943,Proximidade da minha residência,Privada
7944,Proximidade da minha residência,Privada
7945,Outro motivo,Privada
7946,Proximidade da minha residência,Privada
7947,Gratuidade,Pública
7948,Qualidade/reputação,Pública
7949,Qualidade/reputação,Pública
7950,Outro motivo,Pública
7951,Gratuidade,Pública
7952,Proximidade da minha residência,Pública
7953,Gratuidade,Pública
7954,Qualidade/reputação,Pública
7955,Gratuidade,Pública
7956,Gratuidade,Pública
7957,Proximidade da minha residência,Pública
7958,Qualidade/reputação,Pública
7959,Qualidade/reputação,Pública
7961,Gratuidade,Pública
7962,Qualidade/reputação,Pública
7963,Gratuidade,Pública
7964,Qualidade/reputação,Pública
7965,Proximidade da minha residência,Pública
7966,Possibilidade de ter bolsa de estudo,Pública
7967,Gratuidade,Pública
7968,Qualidade/reputação,Pública
7969,Possibilidade de ter bolsa de estudo,Pública
7970,Gratuidade,Pública
7971,Foi a única onde tive aprovação,Pública
7972,Gratuidade,Pública
7973,Outro motivo,Pública
7974,Qualidade/reputação,Pública
7975,Gratuidade,Pública
7976,Foi a única onde tive aprovação,Pública
7977,Gratuidade,Pública
7978,Qualidade/reputação,Pública
7979,Gratuidade,Pública
7980,Gratuidade,Pública
7981,Gratuidade,Pública
7982,Proximidade da minha residência,Pública
7983,Gratuidade,Pública
7984,Gratuidade,Pública
7985,Qualidade/reputação,Pública
7986,Outro motivo,Pública
7987,Qualidade/reputação,Pública
7988,Gratuidade,Pública
7989,Gratuidade,Pública
7990,Gratuidade,Pública
7991,Foi a única onde tive aprovação,Pública
7992,Gratuidade,Pública
7994,Gratuidade,Pública
7995,Outro motivo,Pública
7996,Outro motivo,Pública
7997,Gratuidade,Pública
7998,Gratuidade,Pública
7999,Foi a única onde tive aprovação,Pública
8000,Gratuidade,Pública
8001,NA,Pública
8002,Gratuidade,Pública
8004,Outro motivo,Pública
8005,Gratuidade,Pública
8006,Gratuidade,Pública
8007,Gratuidade,Pública
8008,Gratuidade,Pública
8009,Foi a única onde tive aprovação,Pública
8011,Gratuidade,Pública
8013,Gratuidade,Pública
8014,Gratuidade,Pública
8015,Outro motivo,Pública
8017,Foi a única onde tive aprovação,Pública
8018,Gratuidade,Pública
8020,Gratuidade,Pública
8021,Foi a única onde tive aprovação,Pública
8023,Qualidade/reputação,Privada
8024,Proximidade do meu trabalho,Privada
8025,Outro motivo,Privada
8026,Qualidade/reputação,Privada
8027,Preço da mensalidade,Privada
8028,Proximidade do meu trabalho,Privada
8029,Outro motivo,Privada
8030,Qualidade/reputação,Privada
8031,Outro motivo,Privada
8032,Preço da mensalidade,Privada
8033,Qualidade/reputação,Privada
8034,Foi a única onde tive aprovação,Privada
8035,Preço da mensalidade,Privada
8036,Outro motivo,Privada
8037,Facilidade de acesso,Privada
8038,Qualidade/reputação,Privada
8039,Preço da mensalidade,Privada
8040,Possibilidade de ter bolsa de estudo,Privada
8042,Qualidade/reputação,Privada
8043,Facilidade de acesso,Pública
8044,Gratuidade,Pública
8046,Gratuidade,Pública
8047,Gratuidade,Pública
8048,Qualidade/reputação,Pública
8049,Gratuidade,Pública
8050,Qualidade/reputação,Pública
8051,Outro motivo,Pública
8052,Gratuidade,Pública
8053,Facilidade de acesso,Pública
8054,Outro motivo,Pública
8055,Gratuidade,Pública
8057,Gratuidade,Pública
8058,Qualidade/reputação,Pública
8059,Gratuidade,Pública
8060,Gratuidade,Pública
8061,Gratuidade,Pública
8062,Qualidade/reputação,Pública
8064,Gratuidade,Pública
8065,Outro motivo,Pública
8066,Proximidade da minha residência,Pública
8068,Gratuidade,Pública
8069,Gratuidade,Pública
8070,Qualidade/reputação,Pública
8071,Outro motivo,Pública
8072,Gratuidade,Pública
8073,Proximidade da minha residência,Pública
8075,Qualidade/reputação,Privada
8076,Possibilidade de ter bolsa de estudo,Privada
8077,Preço da mensalidade,Privada
8078,Proximidade da minha residência,Privada
8079,Proximidade da minha residência,Privada
8080,Foi a única onde tive aprovação,Privada
8081,Proximidade do meu trabalho,Privada
8082,Qualidade/reputação,Privada
8083,Proximidade da minha residência,Privada
8084,Proximidade da minha residência,Privada
8085,Preço da mensalidade,Privada
8086,Preço da mensalidade,Privada
8087,Qualidade/reputação,Privada
8088,Qualidade/reputação,Privada
8089,Possibilidade de ter bolsa de estudo,Privada
8090,Gratuidade,Pública
8091,Gratuidade,Pública
8092,Gratuidade,Pública
8093,Gratuidade,Pública
8094,Proximidade da minha residência,Pública
8095,Facilidade de acesso,Pública
8096,Proximidade da minha residência,Pública
8097,Proximidade da minha residência,Pública
8098,Proximidade da minha residência,Pública
8099,Proximidade do meu trabalho,Pública
8101,Gratuidade,Pública
8102,Gratuidade,Pública
8103,Proximidade da minha residência,Pública
8104,Gratuidade,Pública
8105,Proximidade da minha residência,Pública
